id,nota_c1,nota_c2,nota_c3,nota_c4,nota_c5,nota_c1_gemma4,nota_c2_gemma4,nota_c3_gemma4,nota_c4_gemma4,nota_c5_gemma4,nota_c1_qwen2.5,nota_c2_qwen2.5,nota_c3_qwen2.5,nota_c4_qwen2.5,nota_c5_qwen2.5,nota_c1_qwen3,nota_c2_qwen3,nota_c3_qwen3,nota_c4_qwen3,nota_c5_qwen3,nota_c1_deepseek-r1,nota_c2_deepseek-r1,nota_c3_deepseek-r1,nota_c4_deepseek-r1,nota_c5_deepseek-r1
259,120,80,80,120,40,3,2,2,2,1,2,3,1,2,0,3,2,3,3,2,2,3,2,2,2
260,120,120,120,120,40,2,2,2,2,1,2,3,3,2,1,3,4,3,3,2,3,2,1,0,0
261,160,120,160,120,120,2,5,2,3,2,2,4,3,2,1,2,2,2,2,2,4,4,3,3,4
262,160,200,120,120,80,2,2,2,1,0,2,1,1,1,0,2,2,2,2,1,0,2,3,3,2
263,160,120,160,160,120,4,2,2,3,4,2,3,2,1,0,4,3,4,4,1,5,5,5,4,4
264,120,40,80,80,80,3,2,2,2,0,2,3,3,3,4,2,2,2,2,0,1,2,2,1,1
265,160,120,160,120,120,4,5,5,4,5,2,3,2,4,1,4,5,5,4,4,4,5,5,4,4
266,120,120,120,160,200,3,5,4,5,5,2,3,1,2,4,3,4,3,3,2,3,3,2,3,3
267,120,120,120,120,120,4,3,3,4,2,2,4,3,1,0,4,3,3,4,2,4,3,4,4,3
268,120,120,80,80,80,3,3,3,3,0,2,3,2,2,1,2,2,2,2,0,0,0,2,1,0
269,80,80,40,80,40,4,5,5,5,5,2,3,2,1,0,5,5,5,5,5,4,4,4,3,3
270,0,0,0,0,0,2,2,2,2,2,2,1,2,3,2,1,2,2,2,0,1,1,1,1,0
271,200,120,200,200,0,5,5,5,5,5,2,1,3,2,0,5,5,5,5,5,5,5,5,5,5
272,0,0,0,0,0,2,3,3,2,0,2,3,3,2,1,3,4,3,2,1,2,2,2,2,2
273,120,120,160,120,160,4,5,5,5,5,3,4,3,2,1,4,5,5,5,5,5,5,5,5,5
274,120,80,80,120,40,2,2,2,2,2,2,1,1,1,0,2,2,2,2,1,1,2,1,1,0
275,120,120,120,120,160,3,4,3,4,4,2,1,1,2,3,3,2,2,3,4,2,2,2,2,2
276,160,160,160,160,40,3,4,2,3,0,3,2,3,3,0,3,4,4,3,2,3,4,4,3,3
277,120,40,40,160,40,4,5,5,5,5,2,3,2,3,1,4,5,5,5,5,3,3,4,3,3
278,120,40,40,160,40,2,2,2,2,2,2,3,1,2,0,2,2,2,2,1,3,3,3,2,2
279,40,40,40,0,40,2,3,2,1,2,2,3,2,1,0,2,2,2,2,2,0,0,0,0,0
280,160,200,160,160,160,4,4,3,4,2,2,4,3,4,0,5,5,5,5,5,4,4,4,3,3
281,200,200,200,200,200,4,5,5,5,5,2,4,3,4,5,5,5,5,5,5,5,5,5,5,5
282,160,120,160,160,80,4,5,5,4,5,2,1,3,2,1,4,5,5,4,5,3,5,5,4,5
283,160,160,200,160,80,5,5,5,5,5,3,4,3,4,2,5,5,5,5,5,5,5,5,5,4
284,120,160,160,160,80,3,4,4,3,5,3,4,3,2,1,3,4,4,3,4,3,4,4,3,4
285,160,160,160,120,120,4,4,3,4,0,5,4,3,4,2,4,4,4,4,3,5,5,5,5,5
286,120,120,120,120,0,2,3,3,2,0,2,3,1,2,0,3,4,3,3,1,1,2,2,2,0
287,80,120,80,120,120,3,5,5,4,5,2,3,3,2,4,3,4,5,3,5,2,1,2,2,3
288,120,120,160,160,80,3,5,4,4,2,2,3,3,2,1,4,4,4,3,1,3,4,4,3,3
289,0,0,0,0,0,2,2,2,2,0,2,1,1,1,0,2,2,2,2,0,2,3,2,2,2
290,200,200,160,160,0,5,5,5,5,2,3,4,5,3,2,3,5,5,5,5,5,5,4,4,3
291,120,160,120,160,0,4,5,5,5,2,3,2,3,2,1,4,5,5,5,5,5,5,5,5,5
292,40,80,120,40,0,3,4,4,3,0,3,2,3,2,1,3,4,4,4,0,3,4,4,3,3
293,200,200,200,200,200,3,4,4,3,2,3,4,2,4,1,3,4,3,3,2,4,5,4,4,5
294,200,120,120,200,120,4,3,2,4,2,2,4,3,3,1,3,4,3,3,2,4,4,4,3,4
295,120,120,160,160,40,3,2,2,3,2,3,2,4,3,1,4,4,4,4,3,4,5,4,3,3
296,0,0,0,0,0,3,2,2,2,1,2,3,2,3,1,2,2,2,2,1,3,2,1,1,0
297,120,120,160,160,120,2,3,4,3,5,2,3,2,1,2,3,4,4,3,3,2,4,3,2,4
298,80,80,120,80,80,3,4,4,4,3,2,3,4,3,2,2,3,3,2,3,3,3,3,3,3
299,160,160,120,160,120,3,4,4,3,2,3,2,2,1,0,3,4,4,4,3,5,5,4,3,4
300,160,160,160,160,160,5,5,5,5,4,5,4,3,4,2,5,5,5,5,5,5,5,5,5,5
301,160,120,80,120,80,5,5,5,5,4,2,3,4,3,2,4,5,5,4,5,3,4,4,3,4
302,160,120,120,120,120,4,4,5,5,5,3,2,4,3,2,3,4,4,3,5,5,5,5,4,4
303,160,120,160,120,80,3,4,4,3,4,3,4,5,3,2,3,4,4,4,4,4,3,3,2,3
304,80,120,120,120,120,3,3,2,2,2,2,3,1,3,4,2,4,3,2,3,2,2,2,2,2
305,160,120,120,160,120,4,3,3,4,0,2,3,2,3,2,3,2,2,3,0,5,5,5,5,5
306,120,200,120,120,200,4,2,2,3,4,2,3,4,3,1,3,3,3,3,3,4,3,4,3,4
307,120,40,40,40,0,2,2,2,2,0,2,1,2,1,0,2,1,1,1,0,2,3,2,2,0
308,0,0,0,0,0,4,2,2,3,0,0,1,1,0,0,3,2,2,2,0,3,2,2,3,1
309,120,120,120,120,120,3,2,2,3,1,2,3,1,2,0,3,4,2,2,1,1,1,1,1,1
310,160,120,160,200,40,4,5,4,3,3,2,3,3,2,1,4,5,5,4,4,3,4,4,3,3
311,120,120,80,120,80,5,5,5,5,0,3,4,2,3,0,3,5,5,4,0,4,5,5,4,4
312,160,120,120,120,120,4,4,4,3,3,3,2,4,3,1,3,4,3,2,4,3,3,3,3,3
313,120,120,120,80,0,2,2,2,2,0,2,3,2,3,1,3,4,3,2,1,3,3,3,3,3
314,160,200,160,200,120,4,4,4,4,2,4,5,3,4,2,4,5,5,5,3,4,5,5,4,4
315,120,120,80,80,80,3,2,2,2,0,2,3,2,3,0,3,3,3,2,1,2,3,2,2,2
316,160,40,40,120,40,2,2,2,2,2,2,1,1,2,0,2,2,2,2,1,1,2,2,1,2
317,160,160,120,160,120,4,5,5,5,5,3,4,5,3,2,4,5,5,4,5,5,5,5,4,5
318,80,120,80,120,120,3,4,3,2,2,2,1,2,2,0,3,2,2,2,1,2,2,2,2,1
319,160,120,160,160,80,3,3,2,2,0,2,3,2,1,0,4,2,3,4,2,0,0,0,0,0
320,80,40,40,80,0,3,2,1,2,1,2,3,2,3,0,2,2,2,2,1,0,0,0,0,0
321,120,120,160,120,0,4,2,2,3,1,3,4,3,2,1,2,3,3,3,2,5,5,5,5,5
322,160,40,40,120,40,4,3,3,4,0,2,1,3,3,0,4,5,5,4,0,4,4,3,4,3
323,0,0,0,0,0,2,3,2,2,1,2,3,4,3,2,2,2,2,2,1,1,1,2,1,2
324,160,120,160,160,0,4,4,4,4,0,4,3,2,3,1,5,5,5,5,0,4,4,4,3,4
325,120,120,160,160,160,3,5,4,5,4,1,2,3,2,4,2,3,3,2,2,0,0,0,0,0
326,160,120,160,120,160,5,5,5,5,5,3,4,4,3,2,4,5,5,5,5,5,2,4,3,4
327,160,120,160,120,0,4,5,4,4,0,2,4,3,2,0,5,5,5,5,2,4,4,4,3,4
328,160,200,160,160,80,4,5,5,5,2,4,3,4,4,0,4,5,5,5,5,4,4,4,4,4
329,120,120,120,120,120,4,3,3,3,2,2,4,3,3,1,3,4,4,4,2,5,5,5,5,5
330,200,200,200,200,200,5,3,3,4,2,0,1,2,1,0,4,5,5,5,5,5,5,5,5,5
331,160,200,160,200,80,4,5,5,5,4,2,3,4,3,0,3,4,3,3,2,4,5,5,4,4
332,120,120,80,80,120,3,2,2,3,3,2,3,2,2,1,2,2,2,3,2,2,3,1,2,1
333,120,120,160,120,160,3,3,3,3,4,2,1,2,2,0,2,3,2,3,2,2,3,3,3,3
334,120,120,160,120,120,5,5,3,4,2,2,4,3,4,0,5,5,5,5,5,5,5,5,4,4
335,80,80,120,80,120,3,5,4,3,5,2,3,2,3,4,2,4,3,3,3,0,0,0,0,0
336,160,120,120,160,40,3,2,4,2,2,2,3,3,2,1,3,4,4,3,4,3,3,3,2,3
337,120,120,120,120,120,5,5,5,5,4,4,3,2,3,1,5,5,5,5,5,5,5,5,5,5
338,160,160,160,160,160,5,5,5,5,3,0,2,1,2,0,5,5,5,5,5,5,5,5,5,5
339,80,120,120,120,80,2,3,2,2,2,2,1,2,2,3,3,2,2,2,3,2,3,2,2,3
340,120,200,120,160,120,2,3,3,2,2,2,3,2,2,1,3,4,3,2,2,2,3,3,2,3
341,120,80,80,160,0,3,2,2,2,0,2,3,3,2,0,3,2,2,3,0,2,4,2,2,1
342,0,0,0,0,0,3,3,3,2,0,3,2,3,3,0,3,2,2,3,1,2,3,2,1,0
343,0,160,160,160,80,2,2,2,2,0,2,1,3,2,0,1,2,3,2,0,2,1,2,0,0
344,120,80,40,40,0,4,2,4,5,0,2,1,3,2,0,2,1,2,2,1,3,0,0,0,0
345,160,200,200,200,200,5,4,5,5,2,3,4,3,4,2,5,5,5,5,3,5,5,5,5,5
346,120,120,120,120,40,1,3,3,3,0,2,3,3,2,1,2,4,3,2,1,4,5,4,3,4
347,160,120,120,120,0,3,2,2,2,0,2,3,1,2,0,3,3,3,3,0,2,3,3,2,3
348,120,40,40,80,40,3,3,2,3,4,2,3,1,2,0,2,2,2,2,0,1,2,2,1,0
349,80,40,40,80,40,3,2,2,2,1,2,1,1,2,0,4,4,3,4,2,3,3,3,2,3
350,0,80,80,80,80,2,3,2,3,2,2,1,2,3,4,2,3,3,2,2,3,4,3,2,4
351,120,80,80,80,80,2,4,3,2,0,3,2,2,3,4,2,2,2,2,0,4,5,4,4,4
352,120,120,120,120,0,4,2,2,3,0,3,2,2,3,0,3,2,2,3,2,5,5,5,5,4
353,160,120,120,120,80,4,5,4,3,2,2,4,3,3,2,3,4,4,3,2,5,5,5,5,5
354,160,160,120,200,120,4,3,4,5,5,3,4,3,2,3,5,5,5,5,3,5,5,4,4,4
355,200,200,160,160,160,5,5,4,5,4,3,2,4,3,0,3,5,5,5,2,5,5,4,4,4
356,200,120,160,120,160,4,5,4,4,4,4,3,2,4,1,3,5,5,5,4,4,4,5,4,3
357,120,200,120,120,120,3,2,2,2,2,3,2,1,3,0,3,3,4,3,4,2,3,3,2,3
358,80,80,80,40,0,2,2,2,2,0,2,1,1,2,0,3,2,2,2,0,0,0,0,0,0
359,160,120,160,120,120,4,4,3,4,2,3,4,3,2,1,5,5,5,5,4,5,5,5,5,5
360,160,200,200,160,40,4,5,5,5,2,2,4,3,3,2,3,5,5,4,5,4,2,2,2,3
361,80,80,80,120,0,1,2,2,1,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1
362,80,80,80,80,80,2,3,2,2,2,2,4,3,1,0,3,3,2,2,3,2,3,3,2,3
363,160,120,160,160,80,4,4,4,4,3,2,3,4,3,2,5,5,5,5,5,5,5,5,5,4
364,120,200,160,120,200,4,5,5,4,5,3,4,3,2,1,5,5,5,5,5,5,5,5,5,5
365,160,200,160,120,80,5,5,5,5,4,3,4,2,3,1,4,5,5,5,5,3,4,4,3,2
366,160,120,120,120,40,4,3,2,3,0,2,3,2,2,1,4,4,4,4,4,5,5,5,5,5
367,160,200,160,200,160,4,5,5,5,2,3,4,3,4,2,4,5,5,5,5,3,4,4,3,4
368,160,40,40,120,40,4,3,4,4,2,3,2,4,3,1,4,5,5,5,2,4,5,5,2,5
369,80,40,40,40,80,2,2,2,2,0,1,2,3,2,0,2,2,2,2,2,2,2,2,2,2
370,200,120,160,200,160,5,5,5,5,5,3,4,4,3,2,5,5,5,5,5,5,5,5,5,5
371,160,120,160,160,0,4,3,3,4,2,2,3,4,3,2,3,4,4,3,2,4,3,3,4,3
372,120,120,120,120,0,0,2,2,2,0,2,1,2,3,0,2,2,2,2,0,0,0,0,0,0
373,160,120,160,120,160,3,4,4,3,4,2,3,2,3,1,3,3,3,3,2,5,5,5,4,4
374,120,80,120,120,80,4,3,2,4,0,3,4,3,2,1,3,2,2,2,1,5,5,5,5,5
375,80,120,80,120,80,1,2,2,2,0,2,1,1,1,0,1,1,2,1,1,2,3,1,1,2
376,120,120,120,160,160,4,3,2,4,2,2,3,3,2,1,3,5,5,4,4,2,3,3,2,2
377,80,80,120,80,0,4,2,2,3,0,3,2,4,3,0,3,2,2,2,0,4,4,4,3,3
378,120,80,160,80,120,4,5,3,4,2,2,1,1,2,0,5,5,5,5,5,4,4,4,4,5
379,160,160,120,160,160,5,5,5,5,5,2,3,4,3,0,4,5,5,5,5,5,5,5,4,5
380,160,200,120,120,80,5,5,5,5,2,4,5,4,4,3,3,4,5,4,2,5,5,5,5,5
381,120,80,80,120,80,4,2,3,4,0,2,3,2,3,1,2,2,2,3,0,4,5,5,4,4
382,160,40,40,160,40,2,2,2,2,2,2,1,1,2,0,2,2,2,2,0,0,2,2,2,0
383,120,80,120,80,120,4,5,5,5,5,2,3,3,2,1,5,5,4,5,5,3,2,2,2,0
384,160,120,200,160,120,4,3,4,4,2,2,3,3,2,1,3,4,5,4,4,3,3,3,3,3
385,160,120,160,160,120,5,5,5,5,0,3,2,4,3,0,5,5,5,5,1,5,5,5,5,5
386,120,80,40,40,80,3,2,3,3,0,2,1,3,2,0,2,2,2,2,0,3,0,1,2,0
387,120,160,120,120,120,3,4,4,4,5,3,2,3,2,1,3,3,4,4,4,3,3,3,3,3
388,160,120,120,120,0,2,2,2,2,0,2,3,2,3,4,2,3,2,2,0,2,3,3,2,2
389,160,200,200,160,80,5,5,5,5,5,3,2,4,3,1,4,5,5,5,5,4,5,5,4,4
390,160,200,200,160,120,3,3,3,3,0,3,4,2,3,1,3,4,4,4,2,4,3,3,3,0
391,120,80,80,120,80,4,4,3,4,2,3,4,4,3,0,3,5,5,5,4,4,5,4,3,3
392,200,160,200,200,120,5,5,5,5,5,2,4,3,4,0,5,5,5,5,5,5,5,5,5,5
393,160,160,120,160,120,4,4,5,5,3,2,4,3,4,5,4,5,5,4,4,5,2,2,4,5
394,120,40,40,120,40,2,1,1,1,1,2,1,2,1,0,2,1,2,2,1,1,1,0,0,2
395,160,160,160,160,80,5,5,5,5,2,2,4,3,5,0,5,5,5,5,2,4,5,5,4,5
396,120,40,40,80,40,4,2,2,3,0,0,1,2,3,0,3,2,2,2,0,3,4,3,4,1
397,160,200,120,120,40,5,4,5,5,2,3,4,4,3,2,5,5,5,5,2,5,5,5,5,4
398,200,40,40,120,0,5,5,4,5,0,2,4,3,3,1,5,5,5,5,0,5,5,5,5,5
399,160,160,160,160,80,4,5,5,5,5,3,2,4,3,2,3,4,4,4,4,3,4,4,3,4
400,120,200,160,120,80,3,4,4,3,2,3,2,3,2,1,4,5,5,4,5,3,3,3,3,3
401,160,120,120,120,120,3,3,3,3,2,2,3,3,2,1,2,3,4,4,2,5,4,3,4,5
402,160,160,200,160,160,4,5,5,4,5,3,2,1,3,0,4,5,5,5,5,4,5,4,4,5
403,80,40,40,80,0,2,2,2,2,0,2,1,1,2,0,2,2,2,2,0,0,0,0,0,0
404,0,0,0,0,0,2,2,2,2,2,1,2,3,2,4,2,2,2,2,3,0,0,0,0,0
405,120,120,120,120,120,4,2,2,3,0,2,3,2,1,0,1,2,2,2,1,0,1,2,1,0
406,120,40,40,120,40,3,4,4,3,3,3,2,3,2,1,3,4,3,2,3,0,0,0,0,1
407,120,80,80,80,40,3,3,3,3,0,2,3,3,2,0,3,2,3,3,1,5,5,5,5,5
408,0,0,0,0,0,2,2,2,2,1,2,1,2,3,0,3,4,4,3,4,3,2,2,3,3
409,160,120,160,160,40,3,3,3,3,1,2,3,2,1,2,3,4,3,3,4,2,2,2,2,2
410,80,80,120,80,80,3,3,2,3,1,2,3,2,1,3,3,4,4,3,3,4,4,4,3,4
411,160,160,120,160,160,3,4,3,4,5,3,2,3,2,1,2,3,3,2,3,2,2,2,1,2
412,160,160,120,160,80,4,5,5,5,3,3,2,3,3,1,4,5,5,5,5,3,4,4,3,4
413,80,80,80,80,80,3,2,2,3,0,2,1,1,2,0,2,2,2,2,1,2,2,2,2,2
414,200,120,120,120,80,4,3,3,4,2,3,4,2,4,3,4,5,5,5,5,5,5,5,5,5
415,120,160,160,120,80,4,5,5,4,2,2,4,3,3,1,4,5,5,5,5,4,4,5,4,4
416,120,120,120,120,120,4,2,3,4,0,3,2,3,3,0,3,4,3,4,0,2,3,2,2,0
417,80,120,120,120,80,2,3,2,2,2,2,3,2,3,0,3,4,3,3,2,3,3,2,3,2
418,160,200,160,160,200,5,5,5,5,5,2,3,4,3,0,4,5,5,5,5,4,5,5,4,5
419,80,120,80,80,80,3,3,3,3,2,2,3,2,3,1,4,4,4,4,4,2,4,3,2,2
420,160,120,120,160,80,2,2,2,2,0,2,1,1,2,0,2,2,2,2,1,2,3,2,2,1
421,120,160,160,160,200,3,4,4,4,5,4,3,3,2,1,3,4,5,3,4,0,1,1,0,1
422,120,120,120,120,0,2,2,2,3,2,2,3,2,3,0,3,2,2,3,0,4,3,4,3,4
423,160,120,120,160,120,4,3,2,3,0,2,3,4,2,1,5,5,5,5,5,5,5,5,5,5
424,120,120,120,120,120,3,4,3,3,4,3,2,3,3,1,3,3,3,3,2,4,5,5,3,4
425,120,120,160,120,160,5,5,5,5,5,3,2,1,4,0,4,5,5,5,5,5,5,5,5,4
426,160,120,120,160,40,2,2,2,2,0,2,3,1,2,0,2,2,2,2,1,2,2,2,2,1
427,160,200,160,160,160,4,5,5,4,5,4,3,2,3,1,4,5,5,5,5,4,5,5,4,5
428,120,120,120,120,80,3,3,3,2,0,2,3,3,2,1,3,4,5,4,2,4,4,4,4,4
429,120,120,120,120,120,4,3,2,4,2,2,3,4,3,2,4,4,5,4,2,3,2,2,3,3
430,200,160,200,160,0,4,4,3,4,1,2,3,1,2,4,4,4,4,3,2,3,3,4,4,4
431,120,80,80,80,80,3,4,4,3,5,3,2,3,3,1,4,5,5,4,5,5,4,4,4,4
432,160,120,120,120,80,3,3,2,3,0,2,4,3,3,2,3,4,3,3,2,5,5,5,5,5
433,160,160,160,160,0,5,5,5,5,0,4,3,4,5,2,5,5,5,5,0,5,5,5,5,5
434,160,200,200,200,200,4,3,4,5,2,2,4,3,3,2,5,5,5,5,5,4,5,5,4,5
435,160,160,160,120,80,4,4,4,3,2,3,4,4,3,2,3,4,3,3,2,5,5,5,5,5
436,160,80,40,80,40,2,2,2,2,0,2,3,2,1,0,2,1,2,2,1,2,2,2,2,0
437,120,120,120,120,120,3,3,3,4,2,3,2,3,2,1,2,4,4,3,4,5,5,5,5,5
438,160,120,120,120,0,3,2,2,3,0,2,1,2,3,4,3,2,2,2,0,3,3,3,2,2
439,120,120,120,160,120,4,5,5,5,5,3,4,3,2,1,3,4,4,3,4,2,4,3,1,3
440,120,80,80,120,80,3,4,3,3,2,2,1,1,2,0,2,2,2,2,0,1,1,1,1,1
441,120,120,160,160,120,3,4,4,3,2,2,3,2,3,1,4,5,5,5,5,3,4,4,3,4
442,120,160,120,120,160,3,4,4,3,5,2,3,4,3,1,3,4,4,3,4,2,3,2,1,3
443,0,0,0,0,0,3,2,3,2,1,2,1,1,1,1,2,1,1,2,2,0,0,0,0,0
444,120,0,160,120,80,1,4,3,3,0,3,4,2,3,1,3,4,4,3,0,4,5,5,4,3
445,80,40,40,40,0,2,2,2,2,0,2,1,2,3,2,1,0,0,1,0,0,0,0,0,0
446,80,80,80,120,120,2,2,2,2,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2
447,160,40,40,160,0,4,2,3,4,2,3,2,2,3,4,4,5,5,5,5,4,3,4,3,4
448,80,120,120,80,80,3,4,4,5,4,2,3,2,1,4,2,4,3,3,3,1,1,1,1,1
449,160,40,40,160,40,4,3,3,3,1,3,4,2,3,1,4,4,4,4,2,4,5,5,4,4
450,200,200,200,200,200,2,3,4,4,0,3,2,1,4,0,5,5,5,5,4,5,4,5,4,5
451,160,160,160,160,80,4,5,5,5,4,3,4,2,3,1,3,5,5,5,5,3,4,4,3,4
452,0,0,0,0,0,4,2,2,3,2,0,2,1,1,0,2,2,2,2,2,1,0,0,0,2
453,160,160,160,160,160,4,5,5,5,5,3,2,3,4,1,4,5,5,5,5,5,4,5,4,5
454,160,160,120,160,0,2,2,3,3,0,2,3,2,1,0,2,1,2,2,1,0,0,0,0,0
455,120,160,120,120,120,4,5,5,5,2,3,2,4,3,1,5,5,5,5,5,5,5,5,5,5
456,160,40,40,200,40,4,5,5,5,5,2,3,2,3,1,3,5,5,4,5,5,5,5,5,5
457,0,0,0,0,0,3,5,5,4,5,2,3,2,2,1,3,4,4,3,3,2,3,3,2,3
458,200,160,120,160,40,4,3,3,3,0,2,3,1,2,0,3,2,2,2,0,3,3,3,2,3
459,120,200,120,160,0,3,4,4,4,0,2,3,2,3,1,4,3,3,3,1,1,2,2,1,0
460,120,80,120,80,80,2,3,3,2,4,2,3,1,2,4,3,4,4,3,3,1,1,2,1,0
461,160,80,80,0,0,4,2,3,4,0,3,2,1,2,0,4,5,5,5,5,2,3,3,2,3
462,160,120,120,160,160,4,5,5,5,5,2,3,3,2,4,4,5,5,4,5,5,3,3,4,5
463,80,120,120,120,80,3,4,2,4,0,2,3,3,3,4,3,4,4,4,3,2,3,2,2,2
464,80,80,80,80,120,4,3,3,3,2,2,3,2,3,1,3,4,4,3,3,4,5,5,4,0
465,160,120,80,80,120,3,2,2,2,0,2,3,2,2,1,4,4,4,4,5,2,3,2,2,0
466,160,160,120,120,120,4,4,4,4,3,2,4,3,3,2,4,4,4,4,3,4,4,3,4,3
467,120,120,120,120,40,4,2,2,2,1,2,3,3,3,0,3,4,3,2,2,4,5,5,4,5
468,200,200,160,160,120,5,5,5,5,2,2,3,4,3,2,2,4,3,3,2,2,3,4,3,2
469,160,120,120,160,160,3,2,2,3,2,3,2,1,3,0,3,3,3,3,2,4,4,4,4,4
470,160,120,160,200,120,4,4,3,3,2,3,4,2,3,1,4,5,5,4,5,5,5,5,5,4
471,40,40,40,40,40,3,4,3,3,4,2,3,1,2,0,2,3,2,2,2,2,2,2,2,2
472,80,120,120,120,160,2,2,2,1,4,2,4,3,2,1,2,3,2,2,2,1,1,1,1,1
473,160,200,120,160,120,3,5,5,4,3,3,2,4,3,4,3,4,4,3,4,3,4,4,3,4
474,160,160,160,120,80,4,3,2,2,0,2,3,3,2,0,4,4,4,3,4,5,3,4,4,0
475,0,0,0,0,0,5,2,3,5,2,2,1,2,3,0,4,3,3,4,2,5,5,5,5,5
476,120,120,160,160,40,4,3,4,3,2,3,2,4,3,0,5,5,5,5,5,4,5,5,4,5
477,160,200,120,120,0,4,5,4,4,2,3,4,2,4,0,4,4,4,4,2,4,5,5,4,5
478,120,40,80,80,80,2,3,4,2,2,2,3,3,2,1,2,3,3,2,4,2,2,3,2,3
479,120,120,120,200,200,4,5,5,5,5,2,3,1,2,0,4,5,5,4,5,4,5,4,4,5
480,120,120,120,120,80,4,2,3,4,0,2,3,2,2,1,4,4,4,4,2,4,5,5,4,4
481,160,120,80,120,40,4,4,5,5,2,3,2,3,4,2,5,5,5,5,3,3,4,4,3,0
482,200,40,40,200,40,4,3,4,5,5,0,2,1,3,4,5,5,5,5,3,5,5,5,5,4
483,160,200,200,120,0,5,5,5,5,0,1,2,3,4,0,4,5,5,5,5,5,5,5,4,5
484,120,120,120,120,80,2,5,5,3,3,3,2,2,1,3,2,3,3,3,1,3,3,3,3,3
485,200,200,200,200,200,4,3,5,4,0,4,3,4,2,0,5,5,5,5,0,5,5,5,5,2
486,80,120,80,40,80,3,3,3,2,2,2,1,1,2,0,3,4,4,3,2,4,4,3,3,4
487,120,120,80,80,40,3,2,2,2,1,2,1,1,1,1,3,2,2,2,1,2,2,3,2,0
488,80,200,80,120,0,2,2,2,1,0,2,3,1,3,0,2,2,2,2,0,1,0,0,1,0
489,120,40,40,120,40,3,0,2,3,3,0,2,1,0,0,2,1,1,2,2,0,0,0,1,0
490,120,200,120,120,160,4,5,5,4,5,3,2,4,3,5,3,4,4,3,5,3,4,4,3,4
491,200,200,200,200,200,4,3,4,4,4,3,4,4,3,2,5,5,5,5,5,5,5,5,5,5
492,160,200,200,200,160,5,5,5,5,0,4,3,4,4,2,5,5,5,5,0,4,5,5,4,4
493,200,200,200,160,160,5,5,5,5,5,4,3,3,2,4,5,5,5,5,5,4,5,5,4,4
494,120,120,120,80,80,3,4,4,3,0,2,4,3,2,1,3,3,3,3,0,2,2,1,2,0
495,160,40,40,200,40,4,2,3,4,2,5,4,3,4,2,3,4,4,3,4,2,3,4,3,4
496,120,120,120,120,80,4,4,4,4,2,2,4,3,3,2,4,4,4,4,2,5,5,5,5,5
497,120,160,120,120,80,2,3,3,3,2,2,3,1,2,0,3,3,2,2,2,4,3,3,3,2
498,160,120,160,120,160,4,5,4,5,3,2,3,4,3,2,5,5,5,5,5,5,5,5,5,4
499,160,160,160,120,0,4,3,3,3,2,2,3,3,2,0,2,4,4,3,2,3,3,3,3,4
500,160,120,160,160,160,5,5,5,5,5,3,2,4,3,0,3,5,5,5,3,2,5,4,3,3
501,200,200,200,200,0,5,5,5,5,0,2,4,3,3,1,5,5,5,5,5,4,5,5,4,3
502,160,40,40,160,40,4,5,5,4,5,2,1,1,2,0,3,4,4,3,4,4,3,4,4,3
503,80,80,80,80,80,2,2,3,2,1,2,1,1,2,0,2,2,3,3,2,2,2,2,1,0
504,120,120,80,80,80,3,2,2,2,0,2,3,1,2,0,2,2,2,2,0,1,1,1,1,0
505,120,120,160,120,0,4,5,5,4,0,4,3,2,4,1,3,5,5,5,0,3,4,4,3,0
506,200,200,200,200,200,4,5,4,3,2,2,3,2,3,1,3,5,5,5,5,4,5,5,4,5
507,120,120,120,160,160,3,4,3,3,3,3,2,1,3,4,3,4,5,3,4,2,2,2,2,2
508,0,0,0,0,0,2,2,2,2,0,2,1,2,1,0,2,2,1,2,0,1,2,2,1,2
509,80,80,80,80,80,3,4,4,3,5,2,4,3,3,1,3,4,3,3,4,0,2,1,2,3
510,160,200,200,160,160,5,5,5,5,2,3,4,3,4,2,5,5,5,5,3,4,4,5,4,4
511,160,120,80,120,80,4,5,4,4,5,4,3,4,3,2,5,5,5,5,5,3,2,3,2,3
512,160,200,200,200,0,5,5,5,5,2,3,4,5,4,2,5,5,5,5,2,5,5,5,5,5
513,160,200,160,160,160,4,5,5,5,1,3,2,4,3,1,4,5,5,5,0,5,5,5,4,5
514,80,160,120,200,160,3,4,4,4,3,2,3,2,1,4,2,3,2,2,3,1,2,2,1,2
515,200,200,200,200,0,5,5,5,5,0,3,2,3,2,1,4,5,5,5,3,5,5,5,4,4
516,120,160,120,160,120,4,5,5,5,5,3,2,1,4,0,4,5,5,5,4,5,5,5,5,5
517,80,40,80,80,80,2,3,2,2,3,2,3,4,3,5,2,3,2,2,3,0,0,0,0,1
518,160,120,160,160,120,3,2,2,3,2,2,3,2,1,0,3,3,3,3,2,2,2,2,2,3
519,160,120,120,120,200,3,4,3,2,5,2,4,3,3,1,4,5,5,5,5,2,3,3,3,4
520,80,40,40,160,40,3,4,4,3,5,0,2,1,2,3,2,3,2,2,2,0,0,0,0,1
521,80,80,80,80,80,2,2,2,2,0,2,1,2,3,0,2,3,2,3,0,2,1,1,1,1
